,id,tweets,tweet_sentiment_value
49,595ec1d1745dc32c7a70a601,delta customer care redeeming themselvesbit bithope that airfrance follow through deals promptly with outstanding issue,0
50,595ec265745dc32c7a70a604,airfrance paris luggage still here when will them airfrance,0
51,595ec81f745dc32c7a70a60c,what airfrance having difficulties adding three pieces luggage trip alitalia issues extra luggage ,0
52,595ed598745dc32c7a70a619,fighting with france carry ghana must bags their flights hiding suitcases come,0
53,595eda0d745dc32c7a70a61c,airfrance have tips getting response from customer service left infant seat stroller,0
54,595eda35745dc32c7a70a61d,airfrance landed home were offered only toddler seat infant have been writin ,0
55,595ee1b6745dc32c7a70a622,would nice optout your campaigns otherwise spam airfrance flyingbluenews ,0
56,595ee239745dc32c7a70a623,airfrance days later injured ankle days left vacation only waste days waiting ,0
57,595ee2a7745dc32c7a70a624,delta airfrance missing luggage just beginning horrid experience you first late minute baggage check,0
58,595ee342745dc32c7a70a626,delta airfrance transferred another connection after orig connection gate they tell,0
59,595ee3b3745dc32c7a70a628,delta airfrance doesnt delayed delivered vacation wore ,0
60,595ee3ea745dc32c7a70a629,delta airfrance injure ankle attempting look bright side spend euro clothes toiletries since none,0
61,595ee4b7745dc32c7a70a62d,delta airfrance ive worked customer service since this worst yet graduation gift ruined,0
62,595ef3a6745dc32c7a70a638,airfrance business business should think many times before select airfrance will lose your money did,0
63,595ef3d5745dc32c7a70a63a,airfrance will never airfrance first time last time book their airline,0
64,595f0c65745dc32c7a70a652,boycott airfrance,0
65,595f1181745dc32c7a70a654,sounds familiarairfrance july delay july only mns late need bring bridge,0
66,595f1659745dc32c7a70a65b,airfrance earliest convenience very poor customer care airfrance,0
67,595f1bef745dc32c7a70a66e,airfrance there toll free number call france corporate service canada agent helpful canada,0
68,595f2d00745dc32c7a70a695,europa amp france going fight yall most disfunctional airlines ive ever delt with honestly,0
69,595f3c7b745dc32c7a70a6ba,airfrance cancellations week,0
70,595f3f7a745dc32c7a70a6c4,told airfrance needed paris later never warned that they would cancel flight home from the move europe scandal,0
71,595f4116745dc32c7a70a6ca,airfrance ive private message you really didnt expect experience this please help,0
72,595f424f745dc32c7a70a6cf,dragonairrblx found missing bag thanks craig sandeep thanks airfrance rerouting baggage after your delayed flight,0
73,595f530e745dc32c7a70a713,askamex daughter paris airfrance baggage just told shld have been hours early misses flight what shld call,0
74,595f57a7745dc32c7a70a723,airfrance plane carrying delayed from landed schiphol over ago still word when ill back,0
75,595f593a745dc32c7a70a729,airfrance worse flight experience years travel history cost us thanks missing connection never again,0
76,595f5c32745dc32c7a70a738,airfrance unacceptable excuse airlines know holiday seasons coming amp should plan capacity according ,0
77,595f5dfa745dc32c7a70a73e,just when think france cant more unprofessional they contradict themselves  worst airline ,0
78,595f6039745dc32c7a70a747,once again inexplicable waits zero communication from airfrance employee sight many confusedworried customers,0
79,595f60c3745dc32c7a70a749,airfrance your checkin orly mess right now security worse arrived hours early flight still miss,0
80,595f6179745dc32c7a70a74b,rogerhgingerich airfrance meanwhile their customer service number wouldnt even work from phone flying with ,0
81,595f64f2745dc32c7a70a758,tiffanymyi airberlin airfrance transferring from munich berlin saarbrucken airberlin days ,0
82,595f6815745dc32c7a70a75c,when arrive over hours early flight still worry might miss airfrance mess check issues poor service,0
83,595f68d1745dc32c7a70a75d,traveling with airfrance could check yesterday they gave four separate seats bravo travelingwithkids,0
84,595f6ec2745dc32c7a70a76a,delta airfrance this ridiculous flights that leave after ours being through security before worst experience ever,0
85,595f6ed2745dc32c7a70a76b,airfrance flight a going delayedat airport there massive security breach being,0
86,595f7317745dc32c7a70a773,sauna unair conditioned plane this people lose their minds flights airfrance posttrip therapy,0
87,595f7363745dc32c7a70a774,really there air that surcharge too airfrance,0
88,595f74e1745dc32c7a70a779,ive seen many stupid things time airfrance checkin system really takes biscuit,0
89,595f773c745dc32c7a70a77d,lisahannigan too pieces missing airfrance flight last night,0
90,595f7c51745dc32c7a70a78c,update airfrance being shady flights told gear have come gone gear apparently itll here,0
91,595f7ca0745dc32c7a70a78d,airfrance reason pissed paid have gear they took without tellin amp ,0
92,595f7cca745dc32c7a70a78e,jamesvmcmorrow airfrance what actual fuck,0
93,595f7d19745dc32c7a70a790,airfrance have rely borrows amp rentals such important show sick apathetic airlines treating ,0
94,595f7de8745dc32c7a70a791,never ever airfrance after days discution making miss flight even commercial gesture compensation worstairline,0
95,595f7df7745dc32c7a70a792,over delay conditioning extremely stuffy customers trying themselves airfrance just ,0
96,595f7dfc745dc32c7a70a793,airfrance loose peoples luggage respond messages calls update customers disappointed afnewsroom,0
97,595f7e6c745dc32c7a70a797,airfrance this awful  hours security line least mins flight will have ,0
98,595f7efd745dc32c7a70a799,airfrance just announced well stuck here another minutes this entire trip been worst flight experience ever,0
99,595f822d745dc32c7a70a7a1,airfrance your employees gave incorrect directions resulting waiting wrong line mins,0
100,595f8292745dc32c7a70a7a2,airfrance check took mins took long because agent phone with support learning check someone rookie,0
101,595f8392745dc32c7a70a7a3,amelbenchikh airfrance afnewsroom airfrance such disappointment,0
102,595f8bee745dc32c7a70a7bc,never never airfrance flight delayed they dont even care af,0
103,595f8cb2745dc32c7a70a7bd,delta just through after  hours will never through orly again tainted delta airfrance well,0
104,595f8f8a745dc32c7a70a7c5,nearly missed flight from paris wuhan susto c***s france,0
105,595f98b8745dc32c7a70a7df,baggage been stuck berlin airport days reason airfrance airberlinassist,0
106,595f98dd745dc32c7a70a7e0,anyone seems able send emails knows they actually read airfrance airberlinassist,0
107,595f9957745dc32c7a70a7e3,want speak someone baggage handling directly when call they dont answer airfrance airberlinassist berlinairport,0
108,595fa953745dc32c7a70a811,airfrance hope there update soon have delayed traveling work meeting because dont want ,0
109,595faf13745dc32c7a70a81e,then there airfrance zero info gate mins after plane should have left incomptencealafranaise,0
110,595fb0c8745dc32c7a70a824,airfrance worst lost baggage days awful customer service heart meds colleagues bag problem airfrance,0
111,595fb126745dc32c7a70a827,airfrance aeroflot didnt make suaf flight yesterday updates where ,0
112,595fb328745dc32c7a70a82c,being loyal skyteam customer kinda disappointed with your service aeroflot airfrance,0
113,595fb562745dc32c7a70a831,nearly hours after boarding airfrance flight cdg finally luggage back which actually arrived schiphol fail,0
114,595fb7a6745dc32c7a70a837,airfrance arrived mn before flight gate suitcase already aircraft norespect worstairlines,0
115,595fc084745dc32c7a70a848,airfrance wildin  economy tix,0
116,595fc084745dc32c7a70a849,airfrance amp ediairport never such service have idea many evenings youve ruined disappointed people,0
117,595fc918745dc32c7a70a857,airfrance going miss flight ive came airport until,0
118,595fc945745dc32c7a70a859,airfrance this really terrible service,0
119,595fc9db745dc32c7a70a85c,flying airfrance airfranceus more than years years from paris never reward milage ,0
120,595fd818745dc32c7a70a874,sambirdracing airfrance would never with them again couldnt more incompetent airline,0
121,595fdcc3745dc32c7a70a87d,literally never heard anyone having good experience with france,0
122,595fddd6745dc32c7a70a882,airfrance used women pictures advertising your ads adchoices regret that,0
123,595fe06c745dc32c7a70a887,arrived late singapore they lost bag week later still having news thanks airfrance amp airfrancesg,0
124,595fe494745dc32c7a70a892,this twisting tactics from airfrance just chase your customers away,0
125,595fed0a745dc32c7a70a8b0,airfrance jamesvmcmorrow guys such snobby rude unsympathetic airline dont even this someone ,0
126,59600e8f745dc32c7a70a8f7,imagine working fuckin airfrance,0
127,59601501745dc32c7a70a901,hour flight asked airfrance vegan meal would avoid dairy im lactose intolerant they gave pizza,0
128,59601807745dc32c7a70a905,remind never book flight airfrance again,0
129,5960199c745dc32c7a70a907,airfrance flight af supposed leave over amp havent even boarded yet unacceptable,0
130,59601b1e745dc32c7a70a90c,ferlanyy airfrance way why,0
131,59601bf7745dc32c7a70a90e,suzzstravels airfrance good flight delayed from   were supposed board ,0
132,59601fa2745dc32c7a70a91c,heres france premierefirst class cabin only seats theres full curtain tho this hour  ,0
133,596021a1745dc32c7a70a921,jeppefrolund gtgt transport due flight delay france with customer care department via ,0
134,596023a4745dc32c7a70a923,airfrance unbelievably slow checking loganairport agent entire line check why waiting with kids,0
135,5960246e745dc32c7a70a925,airfrance unbelievably slow checkin loganairports agent entire line checkin why waiting with kids,0
136,596028ee745dc32c7a70a92b,kingaquamaan emirates emiratessupport sure never ever airfrance,0
137,59603385745dc32c7a70a93c,lufthansa flight extremely delayed your staff gate incredibly rude shouldve flown airfrance,0
138,59603feb745dc32c7a70a963,airfrance your service level tonights af from disgraceful what unplesant experience far,0
139,5960401e745dc32c7a70a964,appalling airfrance service delayedflight af hrs word water nobody gave infant seatbelt hrs airfrance,0
140,596042e3745dc32c7a70a966,legit just everything france lounge offer wasnt nailed down,0
141,5960491a745dc32c7a70a96b,jfkairport airfrance flight  from paris been sitting runway minutes without gate after landing gives,0
142,59604c6b745dc32c7a70a96d,airfrance still tarmac still news still water disgraceful,0
143,59604cbc745dc32c7a70a96e,airfrance af dl seating hours plane hours delay boarding jfk communication glass water,0
144,59604e66745dc32c7a70a970,airfrance been stuck airport hour whats going,0
145,59604fc2745dc32c7a70a973,jfkairport airfrance update mins still gate over flight time sitting ground after ,0
146,5960521c745dc32c7a70a975,thanks delta airfrance great service hope figures traffic issues dont have another hours runway,0
147,59605233745dc32c7a70a976,jfkairport airfrance jfkairport final update mins after landing were finally gate this traumatizin ,0
148,59605449745dc32c7a70a979,jfkairport airfrance pretty inhumane leaving full plane runway over hrs another horrendous experience flight cdggtjfk,0
149,59605770745dc32c7a70a97e,allipj delta airfrance preach this sucks,0
150,59605d2b745dc32c7a70a986,delta airfrance will either airline again will continue make sure everyone knows absolute ,0
151,59605d9c745dc32c7a70a987,delta airfrance they properly address this spent nearly those flights meal service ,0
152,59606071745dc32c7a70a988,airfranceuk much pain will france cause before this over have automated email from ,0
153,59606221745dc32c7a70a98a,first time life missed flight thanks airfrance thanks ,0
154,59606975745dc32c7a70a993,flynorwegian france delay norwegian h delay,0
155,59607866745dc32c7a70a9a2,airfrance sucksmy luggage supposed here last night checking hotel still dont have unacceptable,0
156,59607adc745dc32c7a70a9a3,still waiting luggage airfrance worstcustomerservicehorriblesrevice,0
157,59607d23745dc32c7a70a9a9,reasonably confident that united worlds worst airline that honor belongs airfrance,0
158,59608ebd745dc32c7a70a9c1,worst luggage delivery service airfrance still hasnt dropped bag which promised last nigh,0
159,59609be5745dc32c7a70a9e2,hate france most tho very racist staff,0
160,59609be5745dc32c7a70a9e3,according local airfrance montpellier picked delivery person oclock last night still here,0
161,59609c90745dc32c7a70a9e5,airfrance customer service points with employees parisonly desk with someone only person working been diverted desks,0
162,59609dc6745dc32c7a70a9e9,bdutt agree totally seems fashionable abhor worst experiences have been with france qantas ,0
163,59609e46745dc32c7a70a9eb,airfrance wheres luggage please hire competent people instead incompetent wants make your deliveries,0
164,5960a070745dc32c7a70a9f5,karthik bdutt france probably worst airline ive been on,0
165,5960a4d9745dc32c7a70a9fd,airfrance more people your customer service desks been queue over hour with chance will miss flight,0
166,5960a553745dc32c7a70a9ff,taxi driver been waiting since am luggage still hereairfrance wheres luggage can ,0
167,5960a6eb745dc32c7a70aa03,airfrance need seat assigned will help just diverting different places lack ,0
168,5960a803745dc32c7a70aa06,airfrance without bags dont trust that your delivery person will come next hotel waiting here with taxi,0
169,5960a80a745dc32c7a70aa07,airfrance your delivery back since last night this ridiculous,0
170,5960af8e745dc32c7a70aa13,airfrance kenyaairways flight from paris nairobi cancelled have clue whats going absolute ,0
171,5960b1d7745dc32c7a70aa1a,airfrance flight overbooked after rude staff finally seats together have very nervous flyers alonenot happy,0
172,5960b24e745dc32c7a70aa1c,aberdeen france flight paris priority check ridiculous further irritant frequent flier,0
173,5960c049745dc32c7a70aa35,first airfrance flight while even boarded already rude remember dont with,0
174,5960c07d745dc32c7a70aa36,airfrance flight af hours delayed,0
175,5960c1d4745dc32c7a70aa3a,airfrance suck,0
176,5960c3b4745dc32c7a70aa3d,france passportqueues cdge ridiculously long like this coming weeks ago lessons learned,0
177,5960c5c5745dc32c7a70aa42,airfrance last times ive flown with you lost stage gear bags times consistently fucking worst,0
178,5960d338745dc32c7a70aa66,will never airfrance again over hours delayed with explaining well have flight,0
179,5960d4b6745dc32c7a70aa67,airfrance flight delayed least still announcement everyone sitting ground check ,0
180,5960d6cf745dc32c7a70aa6e,france  gt ground staff dropping luggage throwing onto conveyor person careful other damaging luggage,0
181,5960d97f745dc32c7a70aa72,told member ground crew responded what say france need better forcing improve poor standards,0
182,5960dc0e745dc32c7a70aa78,airfrance tarmac amp little communication plane ashtrays cockroach appeared flight,0
183,5960e14d745dc32c7a70aa99,airfrance have look this more respectful indulgent with customers worstairline ,0
184,5961e41cc4662d4962480438,worst flight travelling with from frankfurt paris this really disappointing airfrance first ,0
185,5961ecbbbdec5f4a2dbf1548,delta airfrance delay many flights with france this week explanations perfect weather,0
186,5961ed22bdec5f4a2dbf1549,delta airfrance this time even announcement delay france employees near gate mins after flight board,0
187,59620817beec944b5ec2d45d,airfrance claim have  available support takes them days respond they respond all,0
188,59620c93beec944b5ec2d463,airfrance customer service awful foreign country nobody from your airline assist ridiculous,0
189,59621041beec944b5ec2d465,such awful morning dealing with airfrance this morning  nearly hours later finally flight,0
190,59622b64beec944b5ec2d482,airfrance lack from overhead vent business class flight from florence cdg ,0
191,59622dc1beec944b5ec2d487,always faithful tradition airfrance managed again delay flight think ive learned lesson good,0
192,59622de6beec944b5ec2d488,airfrance fail close passengers nearly miss connecting flights delays poor customer ,0
193,596233c6beec944b5ec2d48c,airfrance flight munich overbooked wasted entire airport thanks ruining trip flying airfrance anymore,0
194,596235adbeec944b5ec2d48d,airfrance missed connecting flight from nyc made sofia luggage not there info ,0
195,596238bcbeec944b5ec2d48f,airfrance airfranceflightdelays over weeks since registered compensation claim flight delay with response,0
196,596254596c50a64eafa656b5,airfrance airfranceng klmnigeria klmuk respond case  amp refund money that dubiously taken from,0
197,596255316c50a64eafa656b7,tell airfrance stop shipping primates laboratories monkey shinnipponbiomedicallaboratories ,0
198,596257156c50a64eafa656bd,france fucking shitty lmao ,0
199,596257476c50a64eafa656be,france youre making delta look better moment,0
200,596262156c50a64eafa656e3,airfrance made booking four people cant board paulobr because flight recognised,0
201,5962629e6c50a64eafa656e7,airfrance help from provided airfrance what outrage,0
202,5962678f4fe31f4f52a01f4d,delta whats going lax nothing prbsbad communication among staffresultlost luggage with trace rerouted flight airfrance,0
203,596269334fe31f4f52a01f58,worstairport cdg worstairline airfrance cant believe even paying being treated badly,0
204,596269e14fe31f4f52a01f5a,airfrance disappointed with staff member paris telling another member staff right front usnot very professional,0
205,59626e014fe31f4f52a01f6f,airfrance lost,0
206,596270d24fe31f4f52a01f78,airfrance support extremely disappointed with airfrance,0
207,596271674fe31f4f52a01f79,airfrance lost either paris when called told there record checking,0
208,59628dfc4fe31f4f52a01fc4,retard airfrance ,0
209,596297cf4fe31f4f52a0200d,night paris airfrance they treated indian passengers when they indefinite delays ,0
210,59629d284fe31f4f52a0202a,week europe with completely lost bags now delta airfrance hmmm odds that will them before leave wednesday guess,0
211,59629e624fe31f4f52a0202f,vickeeadamswf france made attempt proper engineering since many crash into poor aerospace zonesairport location secure,0
212,5962a5d84fe31f4f52a0203a,peterfisher gtgt lacks flexibility meet needs customers france amp klms most loyal frequent flyers passenger gtgt,0
213,5962a9bb4fe31f4f52a02041,airfrance texting cancel flight lt hours before departure details great cancel sleeping pill just took,0
214,5962b1b04fe31f4f52a0204c,airfrance elalusa lost luggage both customer supports uselessnever flying either again,0
215,5962be654fe31f4f52a02064,every time bags have been lost last years involved paris transfer coincidence delta airfrance,0
216,5962be914fe31f4f52a02065,airfrance please send instrument luggage that failed load onto plane stuff paris,0
217,5962c18d4fe31f4f52a02069,delta help bags been lost diamond france knows where between origin destination help,0
218,5962db354fe31f4f52a02082,airfrance lost important notebook your af seat checked wbaggage claim support please help,0
219,5962dbb84fe31f4f52a02083,please airfrance explain make connecting flight luggage doesnt clearly priority means nothing,0
220,5962dc2c4fe31f4f52a02084,also airfrance luggage doesnt make send tiny room crowded with angry people make claim that business,0
221,5962ddbf4fe31f4f52a02085,also airfrance know theres least people getting there luggage more personnel attend that awful room,0
222,5962e5be4fe31f4f52a0208c,brilliant airfrance flight from shanghai paris going long half hours,0
223,5962e8234fe31f4f52a0208d,airfrance wow gets better delayed hrs chance making paris aberdeen flight tonight,0
224,5962f01b4fe31f4f52a02091,airfrance change wifes flight  less than before departure postpone day cant reach customer service,0
225,5962f4f04fe31f4f52a02098,airfrance worst experience today they would assist group with rebooking flight luggage gone,0
226,5962facd4fe31f4f52a020a1,flight cancelled with alternative next hours basically missing days holidays thank airfrance neveragain,0
227,596316ee4fe31f4f52a020e7,ure musician gear amp have play shows france avoid flying airfrance theyll lose gear time,0
228,596319c94fe31f4f52a020f8,airfrance been days still have received luggage have been loyal buisness class customer yearsincompitant,0
229,596319f84fe31f4f52a020fa,shoutout airfrance leaving foreign country with luggage past weeks greatly appreciated ,0
230,59631a1e4fe31f4f52a020fd,airfrance have been waiting luggage days have received nothing lies excuses from management incompatant,0
231,59631ab34fe31f4f52a02102,thank supervisors hanna sophia joell airfrance being incompetent giving nothing excuse lies,0
232,59631b3f4fe31f4f52a02105,airfrance need luggage now been days stuck foreign country with neither medication clothing,0
233,59631cd94fe31f4f52a0210c,shoutout airfrance leaving family wout their luggage days amp have done nothing help tired lies,0
234,59631eef4fe31f4f52a02112,start day really tired hours sleep thanks again eurowings made hated airline even worse than airfrance,0
235,5963204d4fe31f4f52a02119,airfrance worsth luggage service still waiting luggage cannot work file bodaf,0
236,5963220c4fe31f4f52a02121,airfrance have have also been calling everyday every employee yours tells different story ,0
237,596322c14fe31f4f52a02125,airfrance family worst experience airfrance this year weve flew them about dont think well them again,0
238,596323a14fe31f4f52a0212d,airfrance arabicchik being sorry helpless this situation doesnt solve issue this shows incompetence ,0
239,596323f04fe31f4f52a02130,airfrance arabicchik looking apologies looking solutions,0
240,59632bcd4fe31f4f52a02147,airfrance forced jitka medkova check flight af right now threaten boarden refuse checkin,0
241,59632c364fe31f4f52a0214b,airfrance never been treated like that crew member after years travelling around world aggressive threatened attitude,0
242,59632e084fe31f4f52a02154,airfrance jitha medkova prague person threat offboarding from flight refuse checkin hand luggage quality,0
243,596332f94fe31f4f52a02169,airfrance answer message regarding tolerable behavior your czeck managers,0
244,59633cd34fe31f4f52a02191,airfrance aggressively threatened offboard refuse checkin bagpack which fitting trail,0
245,59633d154fe31f4f52a02194,airfrance bagpack hand luggage always travel pretended didnt its absolutely wrong,0
246,59633d404fe31f4f52a02195,airfrance time life ive been threaten offboard security reasons refuse chechkin bag never that,0
247,59634f404fe31f4f52a021ca,compared delta aircraft used transatlantic flight france aircraft joke,0
248,59634f8b4fe31f4f52a021cc,horrible experience airfrance tarmac paris hours ac kept informed s plane with ashtrays unacceptable,0
249,596353cc4fe31f4f52a021d6,airfrance airfranceus flight cancelled  af called times filled online form still news compensation,0
250,5963578e4fe31f4f52a021d9,airfrance passenger missed flight lack wheelchair assistance cyspesenior citizen amp toddler help pls poorservice,0
251,596358a74fe31f4f52a021db,airfrance this appropriate customer force check threaten offboard refuse,0
252,596366e74fe31f4f52a021fc,airfrance assistance needed now better service needed future will careful book with airfrance anytime soon,0
253,596369be4fe31f4f52a02202,airfrance dont want respond customersits very pathetic,0
254,59636a894fe31f4f52a02203,airfrance website pisses off know password security question answer cannot possibly unlock account,0
255,596372eb4fe31f4f52a02216,absolutely horrific experience with airfrance delta cdg system failures catastrophic failure customer service,0
256,596373444fe31f4f52a02217,airfrance delta have spent years customer service have never seen such disorganized unhelpful ,0
257,5963736d4fe31f4f52a02218,airfrance delta despite admitting that system failure have received assurances that people working resolve issue,0
258,596373a14fe31f4f52a02219,airfrance delta scheduled board minutes still waiting check luggage this been ,0
259,596375674fe31f4f52a0221f,ever airfrance recommend dont sure budget minutes through their absurdly poor check process,0
260,596377454fe31f4f52a02223,orangejackius airfrance delta last delta experience involved waiting hours because plane broke then ,0
261,596377d24fe31f4f52a02224,france worst airline avoid this airline cost arrived days later still bags beyond pissed,0
262,59637ac34fe31f4f52a02228,airfrance delta have officially missed opportunity board this flight absolute failure service,0
263,59637b4f4fe31f4f52a0222a,when france leaves your suit cases france youre jordan ineedmyclothes,0
264,59637c504fe31f4f52a0222f,airfrance delta brought ticketing booth reschedule then were told that wasnt airfrance fault ,0
265,59637cae4fe31f4f52a02234,airfrance delta weve spent over hours standing lines without communication ownership responsibi ,0
266,596385904fe31f4f52a02256,delta airfrance lost luggage vacation they returned bags destroyed last deltaairlines,0
267,596385a84fe31f4f52a02257,delta airfrance bags were destroyed couldnt even check them home,0
268,596386034fe31f4f52a02258,been weeks delta airfrance have conveniently gone silent when trying reimbursed,0
269,59638b444fe31f4f52a02265,orangejackius airfrance airfrance needs  option that kiosk,0
270,59638c184fe31f4f52a02268,airfrance weve spoken members staff everyone unhelpful until last staff member stuck disappointing,0
271,59638c4a4fe31f4f52a02269,currently heathrow slowest longest airport checkin line have ever experienced thanks airfrance ,0
272,596399f54fe31f4f52a02288,super furious against france,0
273,59639b734fe31f4f52a0228c,answer from france,0
274,59639dfc4fe31f4f52a02292,airfrance your service horrible today different plane with luggage,0
275,59639e344fe31f4f52a02293,airfrance disgusted with your service today horrible customer service,0
276,59639e594fe31f4f52a02294,airfrance stupidest thing could have done luggage different plane,0
277,59639ec74fe31f4f52a02296,waiting uncomfortably without further information flight from berlin paris af airfrance ,0
278,59639ef74fe31f4f52a02298,airfrance great security policy guys password must have between chars must contain symbols promote insecurity,0
279,59639f344fe31f4f52a0229a,airfrance recap garbage experience with airfrance person here twitter,0
280,5963abcd4fe31f4f52a022b6,baggage charges ,0
281,5963ad894fe31f4f52a022bd,noupdates kouser worst airlines have travelled with canada france,0
282,5963b04b4fe31f4f52a022c2,airfrance have lost luggage days cant trace it good enough,0
283,5963b3ab4fe31f4f52a022c6,forever getting stuck airports how from paid seat holding customer standby missing flight cool france,0
284,5963b3d14fe31f4f52a022c7,habstrakt looking recent tweet gramatik should have whole chapter about airfrance losing equipment,0
285,5963bfec4fe31f4f52a022e1,telling correct information everything correctly will have flight today  cdg airfrance,0
286,5963c3414fe31f4f52a022e4,airfrance your baggage team responding they sent baggage senegal hotel unacceptable,0
287,5963c3a44fe31f4f52a022e5,airfrance went directly from ory lost baggage right other would send other piece africa,0
288,5963c40f4fe31f4f52a022e7,airfrance something right perhaps inside job could send baggage africa dont know,0
289,5963c8134fe31f4f52a022ed,airfrance slogan should will reroute you lose your luggage blame another airline losing your luggage airline,0
290,5963dc434fe31f4f52a02337,businessinsider thisisinsider france clever,0
291,5963e2bc4fe31f4f52a0234c,thepointsguy airfrance dedicated business elite security line orly mess,0
292,5963eb914fe31f4f52a0235e,france straight garbage,0
293,5963f0584fe31f4f52a02366,airfrance literally worst airline ive ever flown never again,0
294,5963f1804fe31f4f52a0236b,airfrance literally worst airline never again they lost luggage entire trip,0
295,5963f6264fe31f4f52a02373,airfrance shame you families children stuck soul sight your service centre closed disgraceful,0
296,5963f7ed4fe31f4f52a02378,never airfrance will lose your money same business suitable airfrance,0
297,5963f8b64fe31f4f52a02379,never airfrance will lose your money same what happen business suitable airlines,0
